0000001;61346080;000001620200;0000;00000000;00000000;0000000000
0000002;10029060;000000237100;0000;00000000;00000000;0000000000
0000003;10031060;000000000100;0000;00000000;00000000;0000000000
0000004;10042730;000000000100;0000;00000000;00000000;0000000000
0000006;10100060;000000000100;0000;00000000;00000000;0000000000
0000008;10106060;000000391800;0000;00000000;00000000;0000000000
0000009;10111060;000000000100;0000;00000000;00000000;0000000000
0000010;10120060;000000000100;0000;00000000;00000000;0000000000
0000011;10130060;000000691600;0000;00000000;00000000;0000000000
0000012;10203060;000000000100;0000;00000000;00000000;0000000000
0000013;10204060;000000000100;0000;00000000;00000000;0000000000
0000015;10222060;000000000100;0000;00000000;00000000;0000000000
0000016;10223060;000000288100;0000;00000000;00000000;0000000000
0000017;10201060;000000280500;0000;00000000;00000000;0000000000
0000019;22210103;000000063300;0000;00000000;00000000;0000000000
0000020;22219106;000000000100;0000;00000000;00000000;0000000000
0000021;22216107;000000000100;0000;00000000;00000000;0000000000
0000022;22231100;000000000100;0000;00000000;00000000;0000000000
0000023;23017108;000000000100;0000;00000000;00000000;0000000000
0000024;23018108;000000000100;0000;00000000;00000000;0000000000
0000025;23019108;000000000100;0000;00000000;00000000;0000000000
0000027;65650070;000003918700;0000;00000000;00000000;0000000000
0000028;10000292;000000000100;0000;00000000;00000000;0000000000
0000029;10003082;000000000100;0000;00000000;00000000;0000000000
0000030;10005292;000000000100;0000;00000000;00000000;0000000000
0000031;10012082;000000248500;0000;00000000;00000000;0000000000
0000032;10015032;000000000100;0000;00000000;00000000;0000000000
0000033;10016032;000000439700;0000;00000000;00000000;0000000000
0000034;10017032;000000209000;0000;00000000;00000000;0000000000
0000035;10019004;000000000100;0000;00000000;00000000;0000000000
0000036;10025060;000000000100;0000;00000000;00000000;0000000000
0000037;10025070;000000577500;0000;00000000;00000000;0000000000
0000043;78639281;000002019300;0000;00000000;00000000;0000000000
0000066;64310114;000001193200;0000;00000000;00000000;0000001000
0000067;23100314;000000000100;0000;00000000;00000000;0000000000
0000068;23102310;000000000100;0000;00000000;00000000;0000000000
0000069;23103310;000000000100;0000;00000000;00000000;0000000000
0000070;23105310;000000000100;0000;00000000;00000000;0000000000
0000071;23106310;000000000100;0000;00000000;00000000;0000000000
0000072;23107310;000000000100;0000;00000000;00000000;0000000000
0000073;23108310;000000000100;0000;00000000;00000000;0000000000
0000076;21111070;000000000100;0000;00000000;00000000;0000000000
0000077;21150170;000000148500;0000;00000000;00000000;0000000000
0000078;21151170;000000126100;0000;00000000;00000000;0000000000
0000079;21152170;000000184800;0000;00000000;00000000;0000001000
0000080;21153170;000000000100;0000;00000000;00000000;0000000000
0000081;21155170;000000168500;0000;00000000;00000000;0000002000
0000082;21156170;000000232000;0000;00000000;00000000;0000001000
0000083;21157170;000000175500;0000;00000000;00000000;0000009000
0000084;21158170;000000202600;0000;00000000;00000000;0000003000
0000085;21125178;000000000100;0000;00000000;00000000;0000000000
0000086;21129179;000000000100;0000;00000000;00000000;0000000000
0000087;21134176;000000000100;0000;00000000;00000000;0000000000
0000088;21146170;000000204200;0000;00000000;00000000;0000005000
