0001524;94715220;000021050000;0000;00000000;00000000;0000010000
0001532;94703501;000004420000;0000;00000000;00000000;0000010000
0001651;94833110;000028940000;0000;00000000;00000000;0000010000
0001652;94833220;000028940000;0000;00000000;00000000;0000010000
0003175;94851220;000014730000;0000;00000000;00000000;0000010000
0003193;94850220;000015780000;0000;00000000;00000000;0000010000
0003213;94852220;000022630000;0000;00000000;00000000;0000010000
0003833;94708501;000005470000;0000;00000000;00000000;0000010000
0008641;94716101;000008420000;0000;00000000;00000000;0000010000
0009005;94808220;000016840000;0000;00000000;00000000;0000010000
0009854;94700111;000005190000;0000;00000000;00000000;0000010000
0009855;94700201;000004730000;0000;00000000;00000000;0000010000
0009940;93711903;000008200000;0000;00000000;00000000;0000010000
0009954;93712103;000008200000;0000;00000000;00000000;0000010000
0010015;94808110;000016840000;0000;00000000;00000000;0000010000
0010460;93713903;000008200000;0000;00000000;00000000;0000010000
0010548;94701201;000007680000;0000;00000000;00000000;0000010000
0010601;93710103;000008200000;0000;00000000;00000000;0000010000
0010803;94702101;000004630000;0000;00000000;00000000;0000010000
0010804;94702201;000004420000;0000;00000000;00000000;0000010000
0011199;94705104;000017890000;0000;00000000;00000000;0000010000
0011356;94707201;000008420000;0000;00000000;00000000;0000010000
0011357;94800220;000007360000;0000;00000000;00000000;0000010000
0011358;94801220;000008420000;0000;00000000;00000000;0000010000
0011359;94802220;000008940000;0000;00000000;00000000;0000010000
0011361;94805110;000010520000;0000;00000000;00000000;0000010000
0011437;94804220;000009990000;0000;00000000;00000000;0000010000
0011468;94802110;000008940000;0000;00000000;00000000;0000010000
0011544;94804110;000009990000;0000;00000000;00000000;0000010000
0011547;94800110;000007360000;0000;00000000;00000000;0000010000
0011596;94708201;000011570000;0000;00000000;00000000;0000010000
0011599;94805220;000010520000;0000;00000000;00000000;0000010000
0011888;94803110;000009990000;0000;00000000;00000000;0000010000
0011909;94709201;000012620000;0000;00000000;00000000;0000010000
0012185;94830220;000024200000;0000;00000000;00000000;0000010000
0012186;94831110;000026310000;0000;00000000;00000000;0000010000
0012208;94832110;000025260000;0000;00000000;00000000;0000010000
0012209;94830110;000024200000;0000;00000000;00000000;0000010000
0012210;94832220;000025260000;0000;00000000;00000000;0000010000
0012277;94831220;000026310000;0000;00000000;00000000;0000010000
0012417;93723903;000008200000;0000;00000000;00000000;0000010000
0012530;94701501;000004420000;0000;00000000;00000000;0000010000
0013426;94855220;000045260000;0000;00000000;00000000;0000010000
0013481;94708281;000013470000;0000;00000000;00000000;0000010000
0013485;94853220;000023150000;0000;00000000;00000000;0000010000
0013499;94854220;000035780000;0000;00000000;00000000;0000010000
0020571;94707271;000009470000;0000;00000000;00000000;0000010000
0020572;94708271;000013470000;0000;00000000;00000000;0000010000
0020573;94709271;000013990000;0000;00000000;00000000;0000010000
0020629;94806111;000017890000;0000;00000000;00000000;0000010000
0020631;94856220;000016630000;0000;00000000;00000000;0000010000
0022861;94726501;000003999000;0000;00000000;00000000;0000010000
0023078;94811110;000006199000;0000;00000000;00000000;0000010000
0023095;94811220;000006199000;0000;00000000;00000000;0000010000
0023096;94813110;000011499000;0000;00000000;00000000;0000010000
0023123;94813220;000011499000;0000;00000000;00000000;0000010000
0023133;94815110;000011999000;0000;00000000;00000000;0000010000
0023134;94815220;000011999000;0000;00000000;00000000;0000010000
0023135;94816110;000012399000;0000;00000000;00000000;0000010000
0023136;94816220;000012399000;0000;00000000;00000000;0000010000
0023139;94806112;000024350000;0000;00000000;00000000;0000010000
0023140;94806222;000024350000;0000;00000000;00000000;0000010000
0023141;94806113;000020200000;0000;00000000;00000000;0000010000
0023142;94806223;000020200000;0000;00000000;00000000;0000010000
0023143;94819110;000018999000;0000;00000000;00000000;0000010000
0023149;94819220;000018999000;0000;00000000;00000000;0000010000
0023150;94723104;000020990000;0000;00000000;00000000;0000010000
0023472;94724104;000022990000;0000;00000000;00000000;0000010000
0023473;94725104;000023990000;0000;00000000;00000000;0000010000
0024002;94857220;000032490000;0000;00000000;00000000;0000010000
0024003;94858220;000028490000;0000;00000000;00000000;0000010000
0024120;94700211;000004790000;0000;00000000;00000000;0000010000
0024808;93720103;000008200000;0000;00000000;00000000;0000010000
0024810;93722103;000008200000;0000;00000000;00000000;0000010000
0025563;94713220;000012630000;0000;00000000;00000000;0000010000
0025564;94801110;000008420000;0000;00000000;00000000;0000010000
0025565;94806110;000015260000;0000;00000000;00000000;0000010000
0002180;21399455;000001500000;0000;00000000;00000000;0000000000
0002526;25750000;000005000000;0000;00000000;00000000;0000001000
0003176;66980204;000007100000;0000;00000000;00000000;0000000000
0003177;66980000;000003900000;0000;00000000;00000000;0000000000
0003797;66989040;000001500000;0000;00000000;00000000;0000000000
0003837;61590470;000001800000;0000;00000000;00000000;0000001000
0003838;61591240;000001400000;0000;00000000;00000000;0000005000
0003842;61592240;000001250000;0000;00000000;00000000;0000005000
0003923;66919000;000014500000;0000;00000000;00000000;0000002000
0004013;64600020;000000300000;0000;00000000;00000000;0000000000
0007295;61545260;000002750000;0000;00000000;00000000;0000001000
0007296;64540700;000003350000;0000;00000000;00000000;0000000000
0007297;63989190;000000950000;0000;00000000;00000000;0000000000
0007309;66989030;000001450000;0000;00000000;00000000;0000000000
0007324;63989150;000000750000;0000;00000000;00000000;0000000000
0007325;61543420;000002850000;0000;00000000;00000000;0000000000
0007326;64540010;000005000000;0000;00000000;00000000;0000001000
0007327;64590000;000003500000;0000;00000000;00000000;0000005000
0007328;64590010;000002250000;0000;00000000;00000000;0000004000
0007329;66980215;000021000000;0000;00000000;00000000;0000000000
0007356;20881818;000002599000;0000;00000000;00000000;0000000000
0007383;62518240;000009150000;0000;00000000;00000000;0000005000
0007385;24170007;000001500000;0000;00000000;00000000;0000000000
0007386;24160006;000001100000;0000;00000000;00000000;0000002000
0007387;24153005;000000950000;0000;00000000;00000000;0000004000
0007391;24160004;000000900000;0000;00000000;00000000;0000005000
0007421;24199050;000012500000;0000;20130424;20131231;0000002000
0007429;21199490;000001000000;0000;20130424;20131231;0000000000
0007487;24160008;000001200000;0000;20130424;20131231;0000003000
0007551;24161008;000001600000;0000;20130424;20131231;0000000000
0007570;24199051;000003100000;0000;20130424;20131231;0000002000
0007625;10086920;000004750000;0000;20130424;20131231;0000002000
0007664;10150920;000002750000;0000;20130424;20131231;0000001000
0007665;10149920;000002000000;0000;20130424;20131231;0000002000
0007666;63914125;000001470800;1501;20130424;20131231;0000002000
0007667;63914126;000001516800;1429;20130424;20131231;0000001000
0007668;66914005;000007691600;0899;20130424;20131231;0000000000
0007671;66914006;000008396400;0888;20130424;20131231;0000000000
0007672;63914155;000000949800;1050;20130424;20131231;0000000000
0007673;63914156;000001103200;1388;20130424;20131231;0000004000
0007674;20940514;000004000000;0000;20130424;20131231;0000001000
0007675;20943528;000009500000;0000;20130424;20131231;0000000000
0007678;20940526;000008200000;0000;20130424;20131231;0000000000
0007706;20940530;000009400000;0000;20130424;20131231;0000001000
0007707;20931532;000009100000;0000;00000000;00000000;0000000000
0007708;20941520;000006700000;0000;00000000;00000000;0000000000
0007712;24125008;000009900000;0000;00000000;00000000;0000007000
0007713;24130008;000010500000;0000;00000000;00000000;0000001000
0007715;24132009;000009300000;0000;00000000;00000000;0000002000
0007772;24132012;000011000000;0000;00000000;00000000;0000000000
0007777;24199020;000030500000;0000;00000000;00000000;0000002000
0007790;66915232;000039000000;0000;00000000;00000000;0000000000
0007874;24159008;000001200000;0000;00000000;00000000;0000003000
0007933;65100000;000011000000;0000;20130424;20131231;0000001000
0007935;62103240;000003350000;0000;20130424;20131231;0000000000
0007937;62104160;000002400000;0000;20130424;20131231;0000000000
